1431250024,85,64
1431250025,85,65
1431250026,85,66
1431250027,85,67
1431250028,85,68
1431250029,85,69
1431250030,85,6A
1431250031,85,6B
1431250032,85,6C
1431250033,85,6D
1431250034,85,6E
1431250035,85,6F
1431250036,85,70
1431250037,85,71
1431250038,85,72
1431250039,85,73
1431250040,85,74
1431250041,85,75
1431250042,85,76
1431250043,85,77
1431250044,85,78
1431250045,85,79
1431250046,85,7A
1431250047,85,7B
1431250048,85,7C
1431250049,85,7D
1431250050,85,7E
1431250051,85,7F
1431250052,85,80
1431250053,85,81
1431250054,85,82
1431250055,85,83
1431250056,85,84
1431250057,85,85
1431250058,85,86
1431250059,85,87
1431250060,85,88
1431250061,85,89
1431250062,85,8A
1431250063,85,8B
1431250064,85,8C
1431250065,85,8D
