1431250024,3AD,0001020304050607
1431250024,3AD,0001020304050607
1431250024,3AD,0001020304050607
1431250025,3AD,0001020304050607
1431250025,3AD,0001020304050607
1431250025,3AD,0001020304050607
1431250025,3AD,0001020304050607
1431250025,3AD,0001020304050607
1431250025,3AD,0001020304050607
1431250025,3AD,0001020304050607
1431250025,3AD,0001020304050607
1431250025,3AD,0001020304050607
1431250025,3AD,0001020304050607
1431250158,3AD,DEADBEEF
1431250158,3AD,DEADBEEF
1431250158,3AD,DEADBEEF
1431250158,3AD,DEADBEEF
1431250159,3AD,DEADBEEF
1431250159,3AD,DEADBEEF
1431250159,3AD,DEADBEEF
1431251382,3AD,DEADBEEF01
1431251382,3AD,DEADBEEF01
1431251382,3AD,DEADBEEF01
1431251382,3AD,DEADBEEF01
1431251382,3AD,DEADBEEF01
1431251382,3AD,DEADBEEF01
1431251382,3AD,DEADBEEF01
1431251382,3AD,DEADBEEF01
